Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Germany,DEU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,32.3678342047129,33.7108193032243,34.5261117127136,35.2844894990065,36.30777256798,37.5454224856195,38.7643744474642,40.2176867449747,41.1129495066059,..
Germany,DEU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,1049.31794333683,1471.90314571602,2194.9044898179,2601.18328828955,3352.78609576143,4297.92588653237,11624.9602042748,34181.2784354313,56391.5613368438,..
Germany,DEU,Individuals using the Internet (% of population),IT.NET.USER.ZS,82,81.26999953602,82.3499984738392,84.17,86.19,87.5897993525767,84.1652066441212,84.39550077,89.7391210364906,..
Germany,DEU,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,20877688176.6445,23594695994.3926,25334533730.7902,27281681762.8636,29042341176.9716,29433492589.8311,33994516274.5971,37400463309.6776,..,..
India,IND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,60.9415438137163,71.4925296212346,68.3152481680337,69.1969937356643,72.8626207549064,76.4075994294841,85.1486834808295,87.3177371937469,86.9425631882511,..
India,IND,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,0.890396796703947,1.06784897628978,1.18363183779404,1.16545745245535,1.2156522549525,1.29318924738865,1.40831023635842,1.33385625268761,1.34329676579384,..
India,IND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,1.66979781438293,2.27307495787239,4.50630238067939,6.15218317141044,8.44470875836566,11.6879532220344,38.2956834901404,123.101566800626,187.80773744457,..
India,IND,Individuals using the Internet (% of population),IT.NET.USER.ZS,7.5,10.07,12.5800609138955,15.1,21,17,22,34.45,..,..
India,IND,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,54244241223.0956,62087226109.322,67181997240.317,72256928538.5936,74792869586.8778,76368457308.317,76541497883.8454,78518527934.617,..,..
Indonesia,IDN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,87.3698682380407,101.913229756001,113.488311825828,124.392499003208,127.615440881544,131.180458535595,147.415022537722,164.4405900008,119.338721930265,..
Indonesia,IDN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,0.942925301120026,1.11636088428618,1.20063567118283,1.29139454554864,1.33266399108501,1.54150855657613,1.99857215488847,2.34872487503475,3.31531288446633,..
Indonesia,IDN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,1.63748541537019,2.42742007845862,5.31288862950186,7.8234706677553,11.7822746644674,17.6830343836212,306.223306825866,1280.67360170488,1282.99930096914,..
Indonesia,IDN,Individuals using the Internet (% of population),IT.NET.USER.ZS,10.92,12.28,14.52,14.94,17.14,21.9760677113476,25.4473537,32.2924418958799,39.9046386462913,..
Indonesia,IDN,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,1239735941.30161,1657659081.69915,1293799019.15299,1040657090.76667,1139881727.86063,971123819.057732,970374887.14814,1012037954.43173,..,..
Italy,ITA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,157.885758856489,161.17201246752,162.307085177823,160.990876534463,148.841540469879,144.75638499696,141.69398147736,138.233767872509,137.466947022258,..
Italy,ITA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,22.0783437683823,22.6865575160118,22.9851095377913,23.2902015944666,23.8082725896968,24.5964698297056,25.6552818140067,27.3370104783949,28.1399757690005,..
Italy,ITA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,127.063566214432,190.402575140096,303.293346187722,374.987872287568,493.065044183879,628.01966890421,1305.10086363782,7744.06154123773,12256.0363313815,..
Italy,ITA,Individuals using the Internet (% of population),IT.NET.USER.ZS,53.68,54.3899983018814,55.829997993283,58.4593,55.6384602242293,58.1417349568747,61.32425277,63.077347,74.3871829234822,..
Italy,ITA,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,8136620606.82016,8506700763.5474,7857913449.80716,8569295588.93553,9910682005.05518,8292660322.17097,8620420686.51528,9132803586.54339,..,..
Japan,JPN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,95.9116758972041,103.316882746877,109.893595779236,115.254273309356,123.163195171324,125.451863225395,130.59524817247,135.518664405016,141.406992420382,..
Japan,JPN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,26.5296046043283,27.7793786121157,28.1353373984594,28.7720699958411,29.4837561628473,30.3727300888924,31.1557363534816,31.7894899893316,32.6223096847262,..
Japan,JPN,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,552.900757398298,679.621068112303,909.613018984714,1054.73733767508,1376.66959992457,1504.27478154175,2109.53999421282,5980.23609852766,11670.8014203847,..
Japan,JPN,Individuals using the Internet (% of population),IT.NET.USER.ZS,78.21,79.0541135244739,79.4964,88.219428911,89.1068330166075,91.0580283929962,93.18272128,84.58806583,91.2816084864932,..
Japan,JPN,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,1781498393.75489,1957062062.89168,2321867137.36427,2705895187.515,3198634057.79976,3251898164.67974,3858667954.9032,5048940359.99011,..,..
"Korea, Rep.",KOR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,102.465615740607,105.464639278559,107.118942289171,108.610708632871,113.204357572029,115.961224555932,120.226327532086,124.585429330022,129.672788317825,..
"Korea, Rep.",KOR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,34.7039081302741,35.8724640717915,36.4611027038628,37.217692221962,37.9366291516462,39.4002368175428,40.3183389466901,41.4822018335337,41.5969285839327,..
"Korea, Rep.",KOR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,175.323492831432,208.524250270913,268.327478966921,337.108331923923,406.608048817559,557.718897561532,720.606703699102,1196.51341664018,2063.97737235969,..
"Korea, Rep.",KOR,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.7,83.7591201534472,84.07,84.77,87.5568264944747,89.9,92.84302568,95.06942188,96.0228595797887,..
"Korea, Rep.",KOR,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,1031300000,1318700000,1517800000,2157400000,2993900000,3501800000,3718900000,4300700000,..,..
Mexico,MEX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,80.0956435849598,81.7519048476512,85.8903890631316,89.8341524796675,87.1988927634226,88.3717556507332,90.5923754166918,91.6267069487722,95.2316028013075,..
Mexico,MEX,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,9.27565094439698,9.99699357294645,11.1510298240904,10.7280800893661,10.8283869715963,12.1105341912897,12.9113233712179,13.6246566723935,14.5486277492775,..
Mexico,MEX,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,13.4188819340243,17.2954044623682,26.8260299978286,31.6089349302892,40.9621100648075,57.8869263008831,119.659418063769,185.48241986661,225.745479931546,..
Mexico,MEX,Individuals using the Internet (% of population),IT.NET.USER.ZS,31.05,37.1762954125184,39.75,43.46,44.39,57.4310429923633,59.540446,63.85224909,65.7726344759233,..
Mexico,MEX,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,202448238,236711314,254766674,197164734,183530403,159473943,107037128.1,80600436,..,..
Netherlands,NLD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,114.961909838669,118.467441497419,117.420127871633,115.575727660435,115.802713425342,122.85063747384,123.017708602318,120.625001064839,123.731209949143,..
Netherlands,NLD,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,37.9370106558703,38.8214366986926,39.6263899608381,40.3241558673487,40.5564047478284,41.497756088069,42.5336819129519,42.8261053605217,43.4167118026491,..
Netherlands,NLD,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2084.81363728119,3200.84844768555,4852.83105983768,5668.32607017006,7204.74013412861,9728.85177813382,24130.7940652181,70412.1276055238,100585.067033478,..
Netherlands,NLD,Individuals using the Internet (% of population),IT.NET.USER.ZS,90.72,91.4199957622284,92.859992359525,93.9564,91.666666,91.7241379310345,90.4109589,93.19727891,94.7120737217303,..
Netherlands,NLD,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,11056346178.4149,12281833323.8325,12021913373.5748,12664976716.8242,13089349840.9127,14636854255.927,15557300153.6623,16501538587.5377,..,..
Russian Federation,RUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,165.661016656664,141.786609572067,144.495756111655,151.255633370661,152.787886449894,156.766561122227,157.718497978422,156.187408043926,157.431311962961,..
Russian Federation,RUS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,10.9423469761911,12.2717013090017,14.5306830098043,16.4526396172861,17.2471416188817,18.5408507305687,18.9451932128102,21.3723750942434,22.0008862994656,..
Russian Federation,RUS,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,17.0949206811431,28.861044688117,57.5761417764412,79.7313517535055,120.359061326147,321.4018458555,1163.94770113141,3541.09719015114,5190.61546027234,..
Russian Federation,RUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,43,49,63.8,67.97,70.52,70.1,73.09143462,76.00813853,80.8647214200397,..
Russian Federation,RUS,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,2623790000,3101490000,3493560000,4163110000,4503620000,3933500000,3903720000,4652750000,..,..
Saudi Arabia,SAU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,188.043864621218,191.031502545194,181.787624035754,176.706694206876,170.571812932711,166.45633488743,147.741764307597,121.478950946128,122.573311215261,..
Saudi Arabia,SAU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,6.24181913574919,6.90351412708031,8.71260405626498,..,..,19.9748518704103,19.7190545135355,20.0998610955821,20.2412912463301,..
Saudi Arabia,SAU,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,13.0919355463956,20.4120004874824,40.3358757397097,51.7760275528327,70.8024848728825,89.4138903722017,106.095164094881,166.801881631572,161.572954402569,..
Saudi Arabia,SAU,Individuals using the Internet (% of population),IT.NET.USER.ZS,41,47.5,54,60.5,64.713657369019,69.6162358014004,74.87927469,82.12000121,93.3100018480347,..
Saudi Arabia,SAU,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,293066666.666667,263733333.333333,307200000,297600000,358560000,252280000,272826666.666667,338490666.666667,..,..
Spain,ESP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,109.499905339784,111.694501174915,107.653643855712,106.878533612057,108.611596174905,109.418604237588,110.480234008818,112.561249893563,115.994214789765,..
Spain,ESP,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,22.6979365351463,23.7187836099723,24.4874493923685,26.1067890631168,27.8015089382438,29.0172426139003,30.2625008202145,31.4448462196029,32.503801759147,..
Spain,ESP,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,207.055442100404,265.003964148667,403.629824906669,488.330716969492,625.848709153152,889.571524340964,2762.58907744369,7247.03903373442,11320.6669267913,..
Spain,ESP,Individuals using the Internet (% of population),IT.NET.USER.ZS,65.8,67.0899993926581,69.8099999420024,71.635,76.19,78.6896,80.56133294,84.6022428,86.1072355256591,..
Spain,ESP,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,..,..,..,11355839900.4772,12596659386.7101,10837792192.2452,11716481362.4587,12617514069.3431,..,..
Switzerland,CHE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,123.505677979939,127.515444558436,131.881358319643,136.2535852679,135.876155038714,135.513015599435,134.155326359438,131.13593929093,126.772708724337,..
Switzerland,CHE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,37.3112852052365,38.9318466491429,40.1144628654403,42.3991333942871,43.0902405336972,44.6024268465759,45.059109773999,46.3199005085738,46.4209427336058,..
Switzerland,CHE,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,1449.6015225225,2439.08357491623,3486.49301269586,3954.9550730059,4897.99965781901,6938.08892982176,17196.7260846272,32951.9962517038,68137.0363538351,..
Switzerland,CHE,Individuals using the Internet (% of population),IT.NET.USER.ZS,83.9,85.1930281804854,85.2,86.34,87.4,87.4790555978675,89.13468774,89.68614767,..,..
Switzerland,CHE,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,8140963729.55049,9132214395.96233,10166623437.0056,10991218555.1124,14074261977.6476,13822126142.0362,14087394971.2495,13400824106.4389,..,..
Turkey,TUR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,85.4033006324002,88.9417951956102,90.6625519667841,91.7493370010709,93.0844342201095,93.7728450242125,94.0294386656009,95.9117047158745,97.3013278781048,..
Turkey,TUR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,9.81398948895812,10.3363712798657,10.5410010977742,11.7133182541583,11.4805728544115,12.1032287407129,13.1529149762744,14.7009700251922,16.2827443176889,..
Turkey,TUR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,86.3439799262759,118.308047059017,224.143656834976,264.011314635162,298.671894764945,363.532597068189,1301.08690711817,3351.87001556018,4335.13358232348,..
Turkey,TUR,Individuals using the Internet (% of population),IT.NET.USER.ZS,39.82,43.065710430925,45.13,46.25,51.04,53.7449791423583,58.34773401,64.68461768,71.0427610728292,..
Turkey,TUR,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,479000000,469000000,434000000,328000000,290000000,211000000,158000000,323000000,..,..
United Kingdom,GBR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,120.91090316567,120.52481275983,121.393221624407,121.066656727813,119.928202060048,120.331942477018,119.055556232634,118.53982725343,118.365129179661,..
United Kingdom,GBR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,30.178956734316,32.1591438082323,33.6080017714599,35.454568229376,36.271315825446,37.4831935538072,38.3807060442176,39.0295548634767,39.5970258952695,..
United Kingdom,GBR,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,1315.40196727977,1811.95005580083,2500.53767407689,2832.49687898742,3250.49881479253,4385.41371082783,8698.54539708592,21195.885324026,27250.0751289789,..
United Kingdom,GBR,Individuals using the Internet (% of population),IT.NET.USER.ZS,85,85.3799985496322,87.4799984242111,89.8441,91.61,92.0003,94.77580063,94.62,94.8967417605954,..
United Kingdom,GBR,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,18850732258.6681,20839581029.947,23539629333.6454,23813556140.9166,27469692834.3509,26221041966.5266,26345233568.8381,26505843250.6108,..,..
United States,USA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,92.2677709622272,95.4490458877697,97.0685991863844,98.197683848439,111.556216404889,119.14392094623,122.594548297833,123.044834498484,129.014007543009,..
United States,USA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,27.3523823023077,28.3445191916388,29.4589401095965,30.3514022469835,30.6928650536207,31.8538202223765,32.7271719160533,33.2796287747187,33.8028928578564,..
United States,USA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,2481.7241003131,2986.29877759584,3841.73955950724,4303.15693563157,5129.5435115306,6358.80153059646,11435.1120626478,30335.7014808075,65767.5604718042,..
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,71.69,69.7294607619268,74.7,71.4,73,74.5542024462761,85.5444212887222,87.2661128245915,..,..
United States,USA,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,25037000000,29171000000,32511000000,34417000000,34690000000,36578000000,38551000000,42218000000,..,..
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,35.0031267231369,45.8136261570673,49.2279769673842,52.0835762736241,55.1595146342637,57.2710680715414,61.0546377144842,65.929134064576,59.1208482338053,..
Afghanistan,AFG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,0.00513953723675247,..,0.00481365136122359,0.00464833933893611,0.00449494848699135,0.0205354841804853,0.0248735043395942,0.0463134991892934,0.043040552033886,..
Afghanistan,AFG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,0.479690142096898,0.53125412863316,1.21945834484331,1.42549073060707,1.70808042505671,2.15031247963196,12.0396365182863,43.4478350470019,52.8618205998399,..
Afghanistan,AFG,Individuals using the Internet (% of population),IT.NET.USER.ZS,4,5,5.45454545454545,5.9,7,8.26,11.2,13.5,..,..
Afghanistan,AFG,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,191027169.339322,209492976.121521,124681457.357613,137313518.622133,115737501.699786,82152250.3401322,77926450.1819092,59749143.8220899,..,..
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,91.3280527322887,105.852914984402,120.105857871532,126.936968582439,115.997935300322,117.659218277171,116.744444190383,125.710351924593,94.1769982724769,..
Albania,ALB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,3.57999242204013,4.37787168714522,5.49357330712509,6.28681826165115,7.18032113330606,8.40231474482211,9.22864097548605,10.5268449941734,12.5556588523419,..
Albania,ALB,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,4.11943477235489,8.26106337096133,25.5137134485887,35.5774531517479,52.2653390116798,68.3860849244091,144.640261242564,443.020375805171,526.099855706299,..
Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,45,49,54.6559590399494,57.2,60.1,63.252932696931,66.363444701023,71.8470405043844,..,..
Albania,ALB,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,106313801.772715,108176349.842365,156104949.678438,183088250.059496,164377231.795021,112006801.696603,125819482.409269,98652826.1906052,..,..
Algeria,DZA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,91.1130734511377,97.1481784201359,100.384679017529,103.610139482209,111.238610150342,108.808940288373,116.004207697728,110.767246490382,111.664792099195,..
Algeria,DZA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,2.50156660608706,2.6751591488006,3.08889162030869,3.3560449304149,4.1098156875766,5.71220945415736,7.05171107319818,7.75629355772108,7.26293541541988,..
Algeria,DZA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,0.36133739865702,0.490979024175916,1.23047664893701,1.78289891602892,2.41498191062938,3.82601450739119,7.61995811538362,63.3257015514048,67.6084824277976,..
Algeria,DZA,Individuals using the Internet (% of population),IT.NET.USER.ZS,12.5,14.9,18.2,22.5,29.5,38.2,42.9455268800332,47.6910551485548,49.0384680793271,..
Algeria,DZA,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,154656835.689699,176276220.647112,255213005.32701,212038088.270125,191497457.050388,172182810.415729,192812901.274168,157374326.922958,..,..
American Samoa,ASM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,53.4959610549404,17.9343245036676,17.963964287639,0,430.176910254342,17.9172937719487,179.401158931487,988.852930600503,450.734697557018,..
American Samoa,ASM,Individuals using the Internet (% of population),IT.NET.USER.ZS,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,77.555684495968,77.6672597227363,77.480679874313,79.1479931661178,83.623900117405,91.4435143761777,98.4928263710105,104.332411267386,107.282549411734,..
Andorra,AND,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,29.0139610889413,30.7628929991522,32.6410035546605,34.3353059152698,36.3197959930819,39.3457332940226,42.032679146668,44.5240970896482,46.311975690206,..
Andorra,AND,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,686.80505393788,943.317372562599,1116.13912916884,978.037487310273,1098.30457121937,2025.35539859763,2833.22768024632,3415.54005792133,5194.40043632964,..
Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,81,81,86.4344246167258,94,95.9,96.91,97.9306371220021,91.5674670273926,..,..
Andorra,AND,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,40.2606009544513,49.8467733807925,50.9205995507953,51.0659203350459,52.158983265359,49.7932229515871,45.0762900524986,44.6861071385139,43.1305188834963,..
Angola,AGO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,0.0642226494788589,0.0653037503807183,0.0816953017753633,0.0856480149490803,0.325702322775345,0.550742008581794,0.293747186659237,0.32504866557292,0.355604535662645,..
Angola,AGO,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,1.28445298957718,1.85791791561758,3.18624421900793,4.57414692159912,5.93873181128833,8.14075808245483,8.32105861617189,10.7992997760856,11.1977495963779,..
Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.8,3.1,6.5,8.9,21.4,12.4,13,14.3390793643794,..,..
Angola,AGO,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,35122000,40629829.61,33207031.44,20933695.38,37093889.76,30172000,21658540,24470350,..,..
Antigua and Barbuda,ATG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,190.81428636343,197.201214525002,140.894158767379,124.959569911272,129.687128627298,188.10251587115,190.421784252118,192.81956699432,..,..
Antigua and Barbuda,ATG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,8.08719952742309,6.72246311048368,14.456525345928,17.0975567113947,11.6181586396145,10.6876429472244,9.79720079977149,9.43139186385262,..,..
Antigua and Barbuda,ATG,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,681.601308674513,817.899678442181,519.859748476369,710.258315485817,777.857003954106,694.696791569587,804.0030890645,890.742564919414,841.2437945288,..
Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,47,52,58,63.4,67.78,70,73,76,..,..
Antigua and Barbuda,ATG,"ICT service exports (BoP, current US$)",BX.GSR.CCIS.CD,7112727.03703704,7342564.81481481,8244866.2962963,8492432.96296296,8033616.12962963,8356514.8,8539110.28118518,8325205.389654,..,..
